#curie_map:					
#  PREFER: http://purl.obolibrary.org/obo/PREFER_					
#  OBI: http://purl.obolibrary.org/obo/OBI_					
#  ORCID: https://orcid.org/					
#  obo: http://purl.obolibrary.org/obo/									
#mapping_set_description: Mappings between the PREFER ontology and OBI.					
#  - ORCID:0000-0001-7258-9596					
#license: https://creativecommons.org/licenses/by/4.0/					
#subject_source: obo:prefer.owl					
#object_source: obo:obi.owl
subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification
PREFER:0000014	bioreactor	skos:exactMatch	OBI:0001046	bioreactor	semapv:ManualMappingCuration
